,data,label
48,"ISOLA umsamu indoda yaseNkandla eyalahlwa ngecala lokudlwengula yiNkantolo yeMantshi yaseMlaza, yagwetshwa iminyaka engu-15 ngaphandle kokunikwa ithuba lokuveza uhlangothi lwayo.
UMadoda Mkhize (55) ekhuluma neSolezwe, uthe ukholwa wukuthi kukhona izinto angazihambisanga ngendlela ezithinta umsamu okwaholela ekuboshweni kwakhe ngecala athi akalenzanga, kwadlula lapho wanganikwa ngisho ithuba lokwethula ubufakazi bakhe. 
","crime, law and justice"
49,"KUGQUGQUZELWA abantu ukuthi baqaphele ukuthi bayitshala kuphi imali yabo babheke nokuthi inzuzo izotholakala kanjani emuva kokuthi owesifazane waseKapa efake u -R1 million wempesheni yomyeni wakhe ebhanoyini eligcine ngokuphahlazeka.
UNkk Aneesa Arrison (43) kuthiwa wafaka impesheni yomyeni wakhe osashona ebhanoyini elibizwa nge-4th Power Investment kanti ubesephenywa woKlebe, emasontweni amabili edlule uthathe isibhamu wadubula indodana yakhe endala yashona, walimaza kanzima amawele akhe ngaphambi kokuzibulala.
","economy, business and finance"
50,"IZINHLANGANO ezingenzi nzuzo kwezemfundo nezinyunyana zothisha zisamukele ngo-elethu isimemezelo sikaNgqongqoshe weziMali, uMnuz Pravin Gordhan, sokuthi uzofaka * -R317million kwi-Early Childhood Development (ECD).
Kungokokuqala ngqa kulo nyaka ukuthi kube nemali ye-ECD. Izinhlangano ezingenzi nzuzo kwezemfundo nezinyunyana zothisha bezihlale zikhala ngokunganakwa kwayo kodwa ibe iyisisekelo semfundo.
",education
51,"USHAYA phansi ngonyawo uSihlalo we-ANC eWaterloo ku-phase 2 owayeyikhansela uMnuz Mxolisi Ndzibomvu, uthi ngeke aphume ehhovisi adedele ikhansela elisha le-DA elanqoba ukhetho lohulumeni basekhaya kule ndawo ngoba leli hhovisi balithola lisesimweni esingesihle balilungisa.
UNdzibomvu, obemashelwa ngumphakathi obuveva ufuna izikhiye zaleli hhovisi ngodli ngoLwesihlanu, utshele Isolezwe ukuthi akayi ndawo kuleli hhovisi yize i-ANC yahlulwa okhethweni. 
",politics
52,"LINGASE livalwe ibhishi labantu ababhukuda benqunu, iMpenjati Beach ePort Shepstone emva kwemizamo yoMvikeli woMphakathi yokuhlanganisa izinhlangothi ezingaboni ngaso linye okuyinhlangano yabefundisi kule ndawo, nenhlangano ezibiza ngeKZN Naturalists efuna ukuba abantu bavunyelwe ukubhukuda bebhushuzela.
UMnuz Oupa Segalwe oyisikhulu esiphezulu ehhovisi loMvikeli woMphakathi, uthe iphini likaMvikeli woMphakathi * -Advocate Kevin Malunga, uphothule ubufakazi bophenyo ngaleli bhishi ngesonto eledlule. 
",society
53,"IZINHLANGANO zifuna athathelwe izinyathelo zomthetho ngokufa kweziguli eziphazamiseke ngokomqondo ezingu-94 ngonyaka odlule, uNgqongqoshe wezeMpilo eGauteng uNkk Qedani Mahlangu osule ngemuva kokuphuma kombiko ngokufa kweziguli.
UNkk Mahlangu usule kulesi sikhundla izolo emuva kokuthi umbiko womxazululi womphakathi woMnyango wezeMpilo kuzwelonke uSolwazi Malegapuru Makgoba uveze ukuthi zingu-94 iziguli ezishone ngesikhathi lo mnyango eGauteng uthatha isinqumo sokukhipha iziguli esikhungweni iLife Healthcare Esidimeni, uziyisa kwezilawulwa yizinhlangano ezingenzi inzuzo ezingabhalisiwe ngenhloso yokunciphisa izindleko. 
","crime, law and justice"
54,"ININGI labantu besifazane baseNingizimu Afrika bazithola besengozini yokushona, bezama ukuthola usizo ezikhungweni ezihushula izisu ngokungemthetho ngenxa yezingqinamba ezibavimbela ukuthi bathole usizo kulezo ezisemthethweni.
Umbiko ophume ekuqaleni kwenyanga ukubeka ngokusobala ukuthi ukuba khona kwezikhungo ezihushula izisu ngokusemthethweni kuleli akwenele ukusombulula inkinga yokushona kwabantu besifazane ngenxa yokusebenzisa izikhungo ezingekho emthethweni. Lezi zikhungo kufanele zivezwe ukuze abantu besifazane bazazi.
","crime, law and justice"
55,"I-ANC KwaZulu-Natal isiyenze isiphakamiso sokuthi kuhlakazwe izifundazwe zonke kuleli ngoba ikholwa wukuthi kuwukumosha imali kahulumeni ukuba khona kwazo.
UKhongolose eKZN uthe lo mbono uzowuveza engqungqutheleni yeqembu kazwelonke yokuxoxa ngemigomo ezoba ngoJuni. Umfelandawonye wezinyunyana iCosatu uwunanele lo mbono wathi uzosilekelela lesi sifundazwe engqungqutheleni ekuzwakaliseni lo mbono.
",politics
56,"IPHUTHUNYISWE esibhedlela inamanxeba okudutshulwa indoda (23) emuva kokuba uyise evuke umbhejazana wadubula ebhekise kuyona nabafowabo edinwa wukuthi bathathe ugandaganda wakhe ngaphandle kokumazisa ngeSonto.
Umndeni kasomabhizinisi wakwaNzimande eWatersmeet, ngaseLadysmith, usashaqekile ngemuva kokuthi evulele ngenhlamvu ebhekise emadodaneni akhe amathathu ngenxa yokuthi alande ugandaganda wakhe kamakhelwane lapho okuthiwa wayewushiye khona ngaphambi kokuba anyamalale. 
","crime, law and justice"
57,"UNakanjani Sibiya ungomunye wababhali besiZulu baseNingizimu Afrika abavelele nasebekhiqize kakhulu. Usezuze indathane yemiklomelo futhi usebhale yedwa, wabhala nabanye futhi wahlela imibhalo engaphezu kwamashumi amahlanu eminxeni enhlobonhlobo
Ziningi izizathu okuye kuthiwe yizona eziyimbangela yokuba abantu bakithi bakwenqene kangaka ukufunda. Iningi lalezo zizathu liyizaba nje ezingathi shu futhi esingeke sagxila kuzo ngoba ziwumshonisalanga. Okugcina sekugqama nokho ngukuthi indaba yokungakuthandisisi ukufunda igcina isiyinkombankombane. Bonke abathintekayo kule ndaba bayazihlangula bethi kalingethweswa bona kuphela icala lokungachumi kwesiko lokufunda. Kuqala bona nje abantu okufanele ngabe bayafunda; babalise ngokuthi bazofundani kungekho abazokufunda; bakhale ngokuthi okuningi kokufunda kubhalwe ngesiNgisi abangasiqondi kuyaphi. Labo okufanele bakhiqize okokufunda bazihlangula ngokuthi kuyizindleko ezingenasidingo ukushicilela izincwadi ezingezukufundwa muntu. 
",education
58,"NGOLWESITHATHU uNgqongqoshe wezeziMali kuleli, uMnuz Pravin Gordhan, wethule isabelo sezimali sika-2017/18. Ngaso (isabelo sezimali) ukwazile ukukhombisa ukuthi iNingizimu Afrika inawo amasu okulungisa okonakele uma kugxilwa ezinhlelweni ezibekiwe nezizobhekana nezinselelo ezibhekene nabantu bakuleli, kuloba uTANDISIZWE MAHLUTSHANA.
Yize izimemezelo eziningi kulesi sisabelo sezimali zizofaka itwetwe kwabaningi, iningi labantu baseNingizimu Afrika yilo elihlomule kakhulu ngaso. 
","economy, business and finance"
59,"BANGU-291 747 abafundi asebexhaswe yiNational StudentsÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ Financial Aid Scheme (NSFAS) selokhu kuqale unyaka kanti lesi sibalo kulindeleke ukuthi sinyuke njengoba kululwe nesikhathi sokuthi abafundi basemakolishi bafake izicelo.
Lokhu kuvezwe nguSihlalo walesi sikhwama uMnuz Sizwe Nxasana esitatimendeni asithumelele abezindaba ngemuva kokuvela phambi kwekomiti lezemfundo ePhalamende.
",education
60,"KWESINYE isikhathi kunzima ukuba ngumthengi ongasazi isiNgisi eNingizimu Afrika. Lokhu ngikusho ngoba ngike ngabhala udaba uSolwazi Bonke Dumisa ekhala ngokuthi bayingcosana abathengi baKwaZulu-Natal abazifaka izikhalo kwi-National Consumer Comission, okuyinhlangano exazulula izinkinga zabathengi nakwi-National Consumer Tribunal okuyiyona ekhipha isinqumo esingumnqamulajuqu uma abathengi sebehambe yonke iminyango bengasizakali.
USolwazi Dumisa osebenza kwiNational Consumer Tribunal, uveze ukuthi izikhalo eziningi bazithola eWestern Cape, kulandele iGauteng bese kuba yiKZN nakwezinye izifundazwe.
",society
61,"OKWENZEKE eLoftus Stadium ngoMgqibelo bekungamele kwenzeke. Kuyihlazo. Kushiye umthandi webhola ethuthumela engazazi noma kusamele na abeke umcondo wakhe enkundleni. Kuphelile ukuthi bekudlalwa laphaya, uma ubuka izithombe ezikhombisa okwenzekile ubungafunga ukuthi bekusempini.
Uma uthatha leziya zithombe uzikhombisa umuntu ofisa ukumvakashisa kulezi zinkundla zebhola, ucabanga ukuthi angeza egijima kuzo? Awucabange nje ukuthi izingane, abaphila nokukhubazeka nabesifazane bangazivikela kanjani kuloluya dlame esilubone kuleya nkundla.
",society
62,"USESIMWENI esibucayi esibhedlela umfundi wakwa-matric olimale ehlanganyelwa ngabanye empini yokucwasana ngokwezigceme eMlaza.
USandile Gazu (20), ofunda eVukuzakhe High, angase ahlinzwe ekhanda njengoba kuthiwa odokotela bakhala ngokuthi ulimele kakhulu. Kuthiwa washaywa ngenduku yegalofu ekhanda kuliwa nabafundi nabanye abafana abangafundi sekuphume isikole ngoLwesine ngoFebhuwari 9. Uyise, uMnuz Sibongiseni Gazu, uthe sekunesikhathi kunokungezwani phakathi kwabafana bakwa-K nabakwa-N lapho ehlala khona nendodana yakhe. Lo mbango usungenele nasezikoleni njengoba ethi ingxabano iqale ngaphakathi yangenwa nabangaphandle.
","crime, law and justice"
63,"SEKUPHELE amasonto amabili ebhuquza ekhaya umfundi wakwaGrade 12 eRichmond okuthiwa uxoshwe wuthishanhloko ngoba eyisitabane, egqoka nomfaniswano wabafana.
U-Amanda Shelembe (18), ofunda eNdala High kuthiwa usephila ngokuzivalela endlini emuva kokuphoxwa wuthishanhloko wesifazane phambi kwabanye abafundi. Lo mfundi ongenabazali kuthiwa wagcina esikoleni ngoJanuwari 28 njengoba abafundi baGrade 12 bebefunda nangoMgqibelo. Udadewabo omdala, uNksz Noxolo Shelembe uthe umfundi akasafuni ngisho ukudla selokhu kwenzeka lesi sigameko.
","crime, law and justice"
64,"UFUNA kungenelele uNgqongqoshe wezeMfundo KwaZulu-Natal umzali wengane ekhubazekile egwazwe ekhanda yalimala nasebusweni ngemuva kokushiywa yibhasi esitobhini esikude nasekhaya.
UNkk Nobahle Khathi (31) utshele Isolezwe ukuthi indodana yakhe uSamkelo Khathi (13) ifunda esikoleni sabakhubazekile esisePhoenix i-AM Moolla Spes Nova kanti ithathwa yibhasi njalo ekuseni uma isuka ekhaya eNewlands East iya ePhoenix.
","crime, law and justice"
65,"IKHOMISHINI yamaLungelo Abantu isibhalele uMnyango wezeMfundo KwaZulu-Natal ukuthi ucacise ngodaba lomfundi waseRichmond okuthiwa waxoshelwa ubutabane esikoleni.
UMnuz Benjamin Ntombela wale khomishini eThekwini uthe balinde umnyango ukuthi uphendule ngodaba luka-Amanda Shelembe (18) ofunda uGrade 12 eNdala High. Udaba luka-Amanda luqale ukuba sematheni ngeledlule emuva kokushicilelwa yiSolezwe elithole ukuthi waxoshwa nguthishanhloko ngoJanuwari 28 wamtshela ukuthi akabuye esikoleni esegqoke isiketi. 
",society
66,"KUSUKE esinamathambo ngeledlule ngenkathi kuthiwa umfundisi wase-Anglican Church KwaMakhutha ushaye ngempama nangesibhakela, waphinde wakhahlela emankwahleni elinye lamalungu amaDodana kuleli bandla. Kuthiwa bebebanga ukuthi lizivatheleni izingubo zamaDodana ngoba wamtshela ukuthi angazigqoki.
UMnuz Sizwe Hlatshwayo oyilungu lamaDodana, uthi ushaywe nguMfundisi Thulani Sipho Goge besenkonzweni egatsheni eliseFolweni ngeSonto eledlule.
","crime, law and justice"
67,"LUYASHUBA udaba lomfundi kaGrade 12 okuthiwa uxoshelwe ubutabane nokugqoka umfaniswano wabafana eRichmond njengoba sekungenelela ikhomishini yamalungelo abantu.
Yize * -Amanda Shelembe (18) ebuyele eNdala High School ngoLwesithathu, uthwale kanzima enqatshelwa ukungena esangweni waphoqwa nokuyokwenza incwadi efungelwe emaphoyiseni. Lo mfundi wayegcine esikoleni ngoJanuwari 28 lapho kuthiwa uthishanhloko wamphoqa ukuthi akahambe abuye eseyintombazane ngoba uzokwandisa umkhuba wobutabane. Udadewabo walo mfundi owashonelwa ngabazali, uNksz Noxolo Shelembe, uthe ubemphelezele ngoLwesithathu nobabekazi wakhe njengoba uMnyango wezeMfundo uthe akabuyele esikoleni.
","crime, law and justice"
68,"ABAQOQI bentela iSouth African Revenue Service (Sars) bagqugquzele bonke abantu baseNingizimu Afrika ukuthi bayofaka imininingwane yabo yokukhokha intela kuwo wonke amahhovisi ale nhlangano njengoba seluvuliwe uhlelo lokuqoqa intela.
Esitatimendeni esikwi-website yakwa-Sars baveze ukuthi uhlelo lokuqoqwa kwentela luvulwe ngoMgqibelo kubantu abafaka imininingwane yabo kwi-internet kanti kwabafuna ukuziyela emahhovisi akwa-Sars imininingwane iqale ukuqoqwa izolo.
","economy, business and finance"
69,"UGXEKWE nxazonke ezinkundleni zokuxhumana umsakazi weLotus FM uRavi Govender ngokudelela uMengameli Jacob Zuma wambiza ngomkhovu nangesilwane esingafundile ekhasini lakhe kuFacebook.
UGovender osakaza uhlelo i-Vinyl Countdown njalo ngoLwesihlanu phakathi kuka-7 no-9, kuthiwa ubhale ekhasini lakhe lapho egcwaneke khona uZuma kodwa wabuye wawususa ngokushesha umbhalo wakhe.
",politics
70,"NGOKOMLANDO uDkt Nkosazana Dlamini Zuma akufanele ngabe usemjahweni wesikhundla sokuba ngumengameli we-ANC. UMnuz Cyril Ramaphosa uvunwa wumlando ekutheni aqhoqhobale izintambo zokuba ngumengameli. 
Ngiyazi ukuthi abahambisana noDlamini Zuma bathukuthele bayaqhuma njengoba befunda lo mbono wami. Lokhu engikhuluma ngakho kufakazelwa wumlando obhalwe phansi ochaza ngokusobala ukuthi iphini likamengameli yilona elithatha izintambo njalo uma kuphuma umengameli kule nhlangano. 
",politics
71,"UGWETSHWE iminyaka engu-25 owesilisa waseMpangeni ngokudlwengula owayeyintombi yakhe.
Lo wesilisa oneminyaka engu-39 ugwetshwe eNkantolo yeMantshi eMpangeni ngoMsombuluko. Ugwetshwe nezinyanga ezingu-18 ngecala lokuhlukumeza yona intombi ngonyaka odlule. Inkantolo ithole ukuthi ngoMashi 20 wonyaka odlule, owesifazane oneminyaka engu-31 washayelwa ucingo ngowayeyisoka lakhe embizela ngaphandle kwakubo. Umdlwenguli wayekweleta lo wesifazane imali, wathi umbizela ukumnika yona. 
","crime, law and justice"
72,"IPHUNYUKE kunoxhaka iMeya kaMasipala waseNdumeni uMnuz Sboniso Mbatha ngemuva kokuhluleka kwemizamo ye-ANC yokuyiketula esikhundleni ngoLwesihlanu.
I-ANC ifake isiphakamiso sokungabethembi ubuholi bukaMbatha ngoba imsola ngokukhwabanisa nenkohlakalo. Kusolwa ukuthi ubefuna ukukhokhelwa wumkhandlu imali yokuthi uhamba ngemoto enkulu kodwa ebe ehamba ngemoto encane uma ehamba ngomsebenzi kamasipala ngesikhathi engakabi imeya.
","crime, law and justice"
73,"UMENGAMELI Jacob Zuma nguyena oziqhatha nokugxekwa ngesenzo sakhe sokuhlasela omakadebona be-ANC ngesikhathi evula ingqungquthela yemigomo yeqembu eNasrec, eGoli.
Lona ngumbono womhlaziyi wezepolitiki ozimele KwaZulu-Natal, uMnuz Thabani Khumalo, ngemuva kokuthi abaholi abathathu be-ANC - uMnuz Enoch Godongwana, oyilungu lesigungu esiphezulu, uSotshwebhu we-ANC ePhalamende, uMnuz Jackson Mthembu noSihlalo kaKhongolose eGoli, uMnuz Paul Mashatile - bephumele obala bahlasela uZuma. Bakwenze lokhu ngemuva kokuthi umengameli egxeke omakadebona.
",politics
74,"ABAZALI babafundi basesikoleni samabanga aphansi iVryheid Primary bafuna aphume aphele uthisha osolwa ngokuhlukumeza izingane azifundisayo ngocansi. Usihlalo wesigungu esilawula lesi sikole uMnuz Sakhi Siyaya uthe abamfuni nalapho ehambe khona lo thisha eligodliwe igama lakhe. 
Uthe lo thisha usolwa ngokuphathaphatha umfundi wesifazane ka-grade 3 ezithweni zangasese. 
","crime, law and justice"
75,"UMPHAKATHI waseMakhehleni eMalukazi, okuyindawo eyakhelene noMlaza, uthukuthele uyaveva ngemuva kokuthola ukuthi kunowesifazane wasendaweni obezitika ngocansi nezingane zabafana ezingu-13, ezineminyaka ephakathi kuka-5 kuya kuya ku-14.
Ingxenye yalo mphakathi beyithutheleke eNkantolo yeMantshi yaseThekwini, izophikisa ukunikezwa kwebheyili umsolwa (23) eligodliwe igama lakhe ngenxa yokuthi kunezingane zakhe ezincane ezithintekayo. 
","crime, law and justice"
76,"KUBOSHWE abane ngokubulawa kowesifazane oneminyaka engu-67 obethunjwe ngoLwesihlanu olwedlule.
Okhulumela amaphoyisa KwaZulu-Natal, uColonel Thembeka Mbhele uthe amaphoyisa akwaNdengezi nawophiko lweK9 abophe abasolwa KwaNdengezi. Lo wesifazane kuthiwa kwabika indodakazi yakhe ngokulahleka kwakhe esiteshini eBhekithemba. Uphenyo lwamaphoyisa luwaholele kule ndawo emuva kokuthi kubonwe imoto yakhe inamadoda amane ngaphakathi. Amaphoyisa kuthiwa ajahe imoto, yagingqika, abasolwa baboshwa. 
","crime, law and justice"
77,"UMENGAMELI Jacob Zuma izolo uzichithile iziphakamiso ezithi akaxoshwe uNgqongqoshe wezokuThuthukiswa koMphakathi kuleli uNksz Bathabile Dlamini ngenxa yokuqubuka kwesixakaxaka mayelana nodaba lwezibonelelo zikahulumeni nempesheni yabadala.
Engxoxweni nomsakazo, uZuma uthe uNksz Dlamini angehlulelwa ngemuva kuka-Ephreli 1, okuwusuku okubhekwe ngabomvu ukuthi bazozithola yini izibonelelo zikahulumeni abantu bakuleli abangu-17 million.
",politics
78,"USEKUBHACENI umfundi wesifazane waseBuhlebuyeza High School, eGreytown osolwa ngokucupha isikhaftini sakhe ngoshevu, maqede kwafa umfundi osolwa ngokuntshontsha ukudla kwakhe.
Umphakathi waselokishini eNhlalakahle, eGreytown, uthe uyoyixoxela amagwababa echobana indaba yomfundi wesifazane (21) esiligodlile igama lakhe ocuphe isikhaftini sakhe ngoshevu ebesinamakhekhe nejusi kwashona uSiboniso ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œMaguzuÃƒÂ¢Ã¢â€šÂ¬Ã‚Â Majola (18).
","crime, law and justice"
79,"ABESIFAZANE abahlukunyezwa ngabathandana nabo mabahlukane nokufela ngaphakathi okwebutho likaZulu, baphumele obala bebike ngezinkinga ukuze balulekwe. Lowo kube ngumyalezo wosuku ngesikhathi kwethulwa uhlaka lokusiza abesifazane ekulweni nokuhlukunyezwa kwabo olubizwa nge-Intimate Femicide.
Lo mcimbi obuhlelwe wumnyango wezoBulungiswa kuzwelonke, ubuseProtea Hotel eThekwini ngoLwesihlanu. Abesifazane abayizisulu zokuhlukunyezwa bathole ithuba lokuxoxa ngezinkinga zabo nokwabelana ngezeluleleko. 
",society
80,"KUSABATSHAZWA isihluku kowesilisa waseHammarsdale okuthiwa ubulale owesifazane (30) ongumakhelwane wamxhonxa amanxeba alinganiselwa kwawu-13 wase ezama ukumshisa ngoba ethi ubona isilwane.
Kuthiwa lo mlisa wase-4 eHammarsdale ugwaze uNksz Naniza Nzama ongumakhelwane wakhe waze wamxhifiza ekhanda waphuma ubuchopho ngoba emsola ngokuthi uyisilwane ngoLwesine ebusuku. Kuthiwa isidumbu sakhe sitholakale sinendlebe eyodwa. 
","crime, law and justice"
81,"KUYAWUHLUKUMEZA umndeni wakwaMzila kwa-G, eMlaza, ukuthi insizwa encane (25) inesibindi sokubulala amalungu amane omndeni engamsukelanga.
UMnuz Nathi Mzila ukusho lokhu ngemuva kokuvela kukaMnuz Sanele Makhanya enkantolo yemantshi eMlaza ngamacala ayisishiyagalolunye, okungamane okubulala amalungu omndeni wakwaMzila, amabili okuzama ukubulala, elilodwa lokutholakala nesibhamu esingekho emthethweni nelokutholakala nezinhlamvu zesibhamu esingekho emthethweni.
","crime, law and justice"
82,"IPHINI likaMengameli waseNingizimu Afrika, uMnuz Cyril Ramaphosa, liqinise abantu abawu-17 million abathola izibonelelo zikahulumeni idolo, lithi ngeke kwenzeke ukuthi bangazitholi izibonelelo zabo okungacaci ukuthi zizokhokhwa ngubani ngo-Ephreli.
URamaphosa ubephendula umbuzo welungu le-IFP, uNksz Liezl van der Merwe, obebuza ukuthi ngabe ngubani ozoholela abantu izibonenelo zabo ngo-Ephreli emuva kokuthi i-South African Social Security Agency (Sassa) isihoxisile isicelo sayo sokuthi kwelulwe inkontileka ye-Cash Paymaster Services (CPS) ukuthi iqhubeke nokuholela abantu izibonelelo.
",society
83,"UMNYANGO wezokuThuthukiswa koMphakathi KwaZulu-Natal usubamangalele abantu abakhubazekile abahlala esikhungweni, Enduduzweni Skills Centre abashaya phansi ngonyawo bethi ngeke baphume kule ndawo ngoba ifana nekhaya kubona.
UNkk Ncumisa Fandesi okhulumela umnyango utshele Isolezwe ukuthi baluyise enkantolo udaba ukuze kugcinwe umthetho. ""Umnyango usuthathe isinqumo sokuthi lolu daba luxazululwe yinkantolo ngoba sizamile ukuxoxa nabo abantu izikhathi eziningi kwangalunga,"" kusho uNkk Fandesi. 
",society
84,"BUCHITHEKE bugayiwe emndenini waseBuxedeni KwaNongoma ngesikhathi amalungu enhlangano elwa nokwebiwa kwemfuyo iSikebhe egasela ezolanda izinkomo ezinhlanu obekusanda kulotsholwa ngazo indodakazi yawo.
Kuthiwa abeSikebhe bafike kulo muzi ngempelasonto edlule behamba nomnikazi wezinkomo uMnuz Patrick Zikhali (40) waseNkodibe eMtubatuba obesekuphele amasonto amathathu ethungatha izinkomo zakhe eziwu-13 ezebiwa.
","crime, law and justice"
85,"LITHOLE ibheyili ka-R1000 iphoyisa loPhiko lwezobuNhloli eliboshwe nomfowabo omncane nosibali wabo ngecala lokwakha itulo lokusoconga umfowabo wenkosi yesizwe saKwaMpukunyoni, eMtubatuba.
Izolo umshushisi uMnuz Linda Duma utshele inkantolo yeMantshi yaKwaMsane ukuthi maningi amahlebezi ngaleli cala kodwa inhloso yenkantolo wukuveza ubufakazi obuqanda ikhanda ngezinsolo ezisuke zishiwo, hhayi ukunqumela abantu ogodweni. 
","crime, law and justice"
86,"USINDE edutshulwa ngentululwane yezinhlamvu umholi wenhlangano elwela uzinzo emahostela, Ubunye Bamahostela, ohlala ehostela laseMlaza iGlebelands.
UMnuz Vusi Zweni onguSihlalo woBunye Bamahostela uthe usola udlame oseludlule nenqwaba yemiphefumulo ngokuhlaselwa kwakhe eSiphingo ngoMsombuluko ntambama. NgoLwesibili kubulawe owesilisa (22) igama lakhe elingakaziwa ngesikhathi kuhlaselwa isitezi sakwa-S ehostela. 
","crime, law and justice"
